"","codigo","DescProd","VerPof"
"585","6910501","BOMBOM DE QUALQUER MARCA DIET","POF0809"
"586","6910502","BOMBOM CARAMELIZADO DE QUALQUER MARCA DIET","POF0809"
"587","6910504","TRUFA DIET","POF0809"
"588","6910601","GELEIA DE FRUTAS DE QUALQUER MARCA OU SABOR LIGHT","POF0809"
"589","6910604","GELEIA LIGHT","POF0809"
"590","6910605","GELEIA DE FRUTAS LIGHT","POF0809"
"591","6910701","DOCE DE FRUTAS EM BARRA OU PASTA LIGHT","POF0809"
"592","6910702","DOCE DE FRUTAS EM PASTA LIGHT","POF0809"
"593","6910703","DOCE DE FRUTAS EM BARRA LIGHT","POF0809"
"594","6910801","PUDIM DE QUALQUER SABOR LIGHT","POF0809"
"595","6910808","PUDIM DANETTE LIGHT","POF0809"
"596","6910901","PUDIM DE QUALQUER SABOR DIET","POF0809"
"597","6910908","PUDIM DANETTE DIET","POF0809"
"598","6911001","MANJAR LIGHT","POF0809"
"599","6911101","MANJAR DIET","POF0809"
"600","6911201","DOCE DE LEITE LIGHT","POF0809"
"601","6911202","MUMU LIGHT","POF0809"
"602","6911301","DOCE DE LEITE DIET","POF0809"
"603","6911302","MUMU DIET","POF0809"
"604","6911401","PICOLE ENSACADO LIGHT","POF0809"
"605","6911407","GELADINHO LIGHT","POF0809"
"606","6912103","IOIO CREME (CHOCOLATE EM CREME) LIGHT","POF0809"
"607","6912203","IOIO CREME (CHOCOLATE EM CREME) DIET","POF0809"
"608","6912301","OVO DE PASCOA LIGHT","POF0809"
"609","6912304","KINDER OVO LIGHT","POF0809"
"610","6912401","OVO DE PASCOA DIET","POF0809"
"611","6912404","KINDER OVO DIET","POF0809"
"612","6912501","BARRA DE CEREAIS DIET","POF0809"
"613","6912502","BARRA DE CEREAIS DOCE DIET","POF0809"
"614","6912601","SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) LIGHT","POF0809"
"615","6912701","SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) DIET","POF0809"
"616","6912801","MILK SHAKE DIET","POF0809"
"617","6912901","MARIA MOLE DIET","POF0809"
"618","6913001","COCADA DIET","POF0809"
"619","6913002","QUEBRA QUEIXO DIET","POF0809"
"620","6913101","DOCE DE AMENDOIM DIET","POF0809"
"621","6913102","PE DE MOLEQUE DIET","POF0809"
"622","6913103","PACOCA DIET","POF0809"
"623","6913104","TORRAO DE AMENDOIM DIET","POF0809"
"624","6913105","PACOQUINHA DE AMENDOIM DIET","POF0809"
"625","6913106","PACOCA DE CASTANHA DE CAJU DIET","POF0809"
"626","6913107","AMENDOIM CARAMELIZADO DIET","POF0809"
"627","6913108","AMENDOIM AMANTEIGADO DIET","POF0809"
"628","6913109","AMENDOIM ACHOCOLATADO DIET","POF0809"
"629","6913401","BRIGADEIRO DIET","POF0809"
"630","6913501","BOMBA DE QUALQUER TIPO DIET","POF0809"
"631","6913701","DOCE A BASE DE OVOS DIET","POF0809"
"632","6913704","CACAROLA ITALIANA DIET","POF0809"
"633","6913705","QUINDIM DIET","POF0809"
"634","6913707","PAPO DE ANJO DIET","POF0809"
"635","6913708","FIOS DE OVOS DIET","POF0809"
"636","6913801","DOCE A BASE DE LEITE DIET","POF0809"
"637","6913802","PAVE DE QUALQUER SABOR DIET","POF0809"
"638","6913803","AMBROSIA DIET","POF0809"
"639","6913804","LEITE GELEIFICADO DIET","POF0809"
"640","6913805","CHANDELE DE QUALQUER SABOR DIET","POF0809"
"641","6913901","GELATINA DE QUALQUER SABOR LIGHT","POF0809"
"642","6914001","ADOCANTE LIGHT","POF0809"
"643","6914002","ADOCANTE EM PO LIGHT","POF0809"
"644","6914003","ADOCANTE LIQUIDO LIGHT","POF0809"
"645","7000801","GERSAL","POF0809"
"646","7001501","MOSTARDA MOLHO","POF0809"
"647","7002304","HORTELA","POF0809"
"648","7002401","ALCAPARRA EM CONSERVA","POF0809"
"649","7002601","COENTRO","POF0809"
"650","7003601","MOLHO DE SOJA","POF0809"
"651","7003604","SHOYO","POF0809"
"652","7003801","LEITE DE COCO","POF0809"
"653","7004301","MAIONESE (MOLHO)","POF0809"
"654","7004701","MASSA DE TOMATE","POF0809"
"655","7004801","MOLHO DE TOMATE","POF0809"
"656","7004802","KETCHUP","POF0809"
"657","7004803","CATCHUP","POF0809"
"658","7005902","ZURITA","POF0809"
"659","7006101","PIMENTA EM PO","POF0809"
"660","7006801","MISSO","POF0809"
"661","7007101","TUCUPI EM CALDO SEM PIMENTA","POF0809"
"662","7007502","CREME DE QUEIJO","POF0809"
"663","7007701","CALDO DE PEIXE","POF0809"
"664","7007901","CALDO DE TOMATE","POF0809"
"665","7008201","COALHO","POF0809"
"666","7009102","GERGELIM","POF0809"
"667","7010301","TOMATE SECO","POF0809"
"668","7010401","MAIONESE (MOLHO) LIGHT","POF0809"
"669","7010501","MOLHO DE SOJA LIGHT","POF0809"
"670","7010504","SHOYO LIGHT","POF0809"
"671","7010601","LEITE DE COCO LIGHT","POF0809"
"672","7010901","MOLHO DE TOMATE LIGHT","POF0809"
"673","7010902","KETCHUP LIGHT","POF0809"
"674","7010903","CATCHUP LIGHT","POF0809"
"675","7079202","VINAGRETE","POF0809"
"676","7100101","FILE MIGNON","POF0809"
"677","7100201","CONTRAFILE","POF0809"
"678","7100205","BISTECA BOVINA","POF0809"
"679","7100301","ALCATRA","POF0809"
"680","7100303","MAMINHA","POF0809"
"681","7100304","PICANHA","POF0809"
"682","7100501","PATINHO","POF0809"
"683","7100502","CABECA DE LOMBO (CARNE BOVINA)","POF0809"
"684","7100503","BOLA DO PATINHO","POF0809"
"685","7100604","POSTA BRANCA","POF0809"
"686","7100606","TATU (LAGARTO REDONDO)","POF0809"
"687","7100607","PAULISTA","POF0809"
"688","7100608","LOMBO PAULISTA (CARNE BOVINA)","POF0809"
"689","7100702","POSTA VERMELHA","POF0809"
"690","7100801","ACEM","POF0809"
"691","7100803","AGULHA (ACEM)","POF0809"
"692","7100901","PA","POF0809"
"693","7100903","POSTA GORDA","POF0809"
"694","7100905","PALETA","POF0809"
"695","7100908","PA COM OSSO","POF0809"
"696","7101001","MUSCULO BOVINO","POF0809"
"697","7101004","GARRAO","POF0809"
"698","7101006","CHAMBARIL","POF0809"
"699","7101008","MARICA","POF0809"
"700","7101009","CARNE MARICA BOVINA","POF0809"
"701","7101011","VAZIO (CARNE BOVINA)","POF0809"
"702","7101101","PEITO BOVINO","POF0809"
"703","7101202","FRALDINHA (CAPA DE FILE)","POF0809"
"704","7101203","ABA DE FILE","POF0809"
"705","7101301","COSTELA BOVINA","POF0809"
"706","7101303","MATAMBRE","POF0809"
"707","7101704","JACARE (CARNE BOVINA DE SEGUNDA C/ OSSO)","POF0809"
"708","7101706","FILE DE SEGUNDA","POF0809"
"709","7101801","VISCERA BOVINA","POF0809"
"710","7101802","FRESSURA BOVINA","POF0809"
"711","7101806","PANELADA (VISCERAS BOVINAS NAO ESPECIFICADAS)","POF0809"
"712","7101901","CORACAO BOVINO","POF0809"
"713","7102001","RIM BOVINO","POF0809"
"714","7102101","PULMAO BOVINO","POF0809"
"715","7102102","BOFE BOVINO","POF0809"
"716","7102201","MIOLO BOVINO","POF0809"
"717","7102401","TRIPA BOVINA","POF0809"
"718","7102402","DOBRADINHA FRESCA","POF0809"
"719","7102403","FATO BOVINO","POF0809"
"720","7102404","FATO CAPRINO","POF0809"
"721","7102405","MONDONGO (TRIPA BOVINA)","POF0809"
"722","7102501","FIGADO BOVINO","POF0809"
"723","7102601","CUPIM","POF0809"
"724","7102701","LINGUA BOVINA","POF0809"
"725","7102801","RABADA BOVINA","POF0809"
"726","7102901","TESTICULO BOVINO","POF0809"
"727","7103101","MOCOTO BOVINO","POF0809"
"728","7103102","PE BOVINO","POF0809"
"729","7103104","BRACO BOVINO","POF0809"
"730","7103105","MAO BOVINA","POF0809"
"731","7103106","PERNA BOVINA","POF0809"
"732","7103301","CARRE","POF0809"
"733","7103305","BISTECA SUINA","POF0809"
"734","7103401","PERNIL SUINO","POF0809"
"735","7103403","QUARTO SUINO","POF0809"
"736","7103501","COSTELA SUINA","POF0809"
"737","7103701","LOMBO SUINO","POF0809"
"738","7103801","TOUCINHO","POF0809"
"739","7103901","VISCERA SUINA","POF0809"
"740","7103902","FRESSURA SUINA","POF0809"
"741","7103903","MIUDO SUINO","POF0809"
"742","7103905","FISSURA SUINA","POF0809"
"743","7103906","ARRASTO SUINO","POF0809"
"744","7103907","SARAPATEL SUINO FRESCO","POF0809"
"745","7104001","CORACAO SUINO","POF0809"
"746","7104101","CARNE SUINA","POF0809"
"747","7104202","PULMAO SUINO","POF0809"
"748","7104301","CARNE MOIDA","POF0809"
"749","7104302","GUIZADO","POF0809"
"750","7104501","TRIPA SUINA","POF0809"
"751","7104502","FATO SUINO","POF0809"
"752","7104601","FIGADO SUINO","POF0809"
"753","7104701","LINGUA SUINA","POF0809"
"754","7105001","ORELHA SUINA FRESCA","POF0809"
"755","7105101","SANGUE SUINO","POF0809"
"756","7105103","SARRABULHO","POF0809"
"757","7105203","MOCOTO SUINO","POF0809"
"758","7105401","CARNE DE CABRITO","POF0809"
"759","7105402","CARNE DE BODE","POF0809"
"760","7105403","CARNE CAPRINA","POF0809"
"761","7105405","CARNE DE CAPRINO","POF0809"
"762","7105601","CARNE DE CARNEIRO","POF0809"
"763","7105602","CARNE DE OVELHA","POF0809"
"764","7105801","MOCOTO DE CAPRINO","POF0809"
"765","7106201","PE DE CAPRINO","POF0809"
"766","7106301","PERNIL","POF0809"
"767","7106401","LAGARTO BOVINO","POF0809"
"768","7106501","ALCATRA SUINA","POF0809"
"769","7106601","TANAJURA","POF0809"
"770","7107101","BRAJOLA","POF0809"
"771","7107102","BRACHOLA","POF0809"
"772","7107103","BIFE ROLE CRU","POF0809"
"773","7107104","ROLETA","POF0809"
"774","7107204","BUCHADA DE BODE","POF0809"
"775","7107303","MUXIBA (GORDURA BOVINA)","POF0809"
"776","7107305","XAXADO BOVINO","POF0809"
"777","7107501","SUA SUINA","POF0809"
"778","7107601","CARNE DE OUTROS ANIMAIS","POF0809"
"779","7107603","CARNE DA PACA","POF0809"
"780","7107611","CARNE DE JACARE","POF0809"
"781","7107615","CARNE DE CAPIVARA","POF0809"
"782","7107617","CARNE DE COTIA","POF0809"
"783","7107622","CARNE DE JABUTI","POF0809"
"784","7107801","CARNE DE PRIMEIRA","POF0809"
"785","7107804","CHULETA","POF0809"
"786","7107805","FILE NAO ESPECIFICADO","POF0809"
"787","7108102","FRESSURA DE CARNEIRO","POF0809"
"788","7108107","MIUDO DE BODE","POF0809"
"789","7108201","NARIZ SUINO","POF0809"
"790","7108301","PE SUINO FRESCO","POF0809"
"791","7108302","JOELHO SUINO","POF0809"
"792","7109101","CARNE BOVINA","POF0809"
"793","7109501","BOFE","POF0809"
"794","7109802","PULMAO DE CAPRINO","POF0809"
"795","7109901","RIM NAO ESPECIFICADO","POF0809"
"796","7110301","CORACAO DE CAPRINO","POF0809"
"797","7110502","MUSCULO SUINO","POF0809"
"798","7110601","LOMBO NAO ESPECIFICADO","POF0809"
"799","7110801","MUSCULO NAO ESPECIFICADO","POF0809"
"800","7110902","OSSADA NAO ESPECIFICADA","POF0809"
"801","7111202","CARNE DE SEGUNDA","POF0809"
"802","7111301","FILE MIGNON ORGANICO","POF0809"
"803","7111401","CONTRAFILE ORGANICO","POF0809"
"804","7111405","BISTECA ORGANICA","POF0809"
"805","7111501","ALCATRA ORGANICA","POF0809"
"806","7111503","MAMINHA ORGANICA","POF0809"
"807","7111504","PICANHA ORGANICA","POF0809"
"808","7111701","PATINHO ORGANICO","POF0809"
"809","7111702","CABECA DE LOMBO (CARNE BOVINA) ORGANICA","POF0809"
"810","7111703","BOLA DO PATINHO ORGANICA","POF0809"
"811","7111804","POSTA BRANCA ORGANICA","POF0809"
"812","7111806","TATU (LAGARTO REDONDO) ORGANICO","POF0809"
"813","7111807","PAULISTA ORGANICO","POF0809"
"814","7111808","LOMBO PAULISTA (CARNE BOVINA) ORGANICO","POF0809"
"815","7111902","POSTA VERMELHA ORGANICA","POF0809"
"816","7200101","PEIXE DE MAR (INTEIRO, EM POSTA, EM FILE, ETC)","POF0809"
"817","7200401","PEIXE DE MAR SALGADO (INTEIRO, EM POSTA, EM FILE, ETC)","POF0809"
"818","7260101","CAMARAO","POF0809"
"819","7260108","POTITINGA","POF0809"
"820","7260112","VILA FRANCA","POF0809"
"821","7260113","PITICAIA","POF0809"
"822","7260115","PITIGAIA","POF0809"
"823","7260116","POTIMIRIM","POF0809"
"824","7261101","SIRI","POF0809"
"825","7261102","GUAIA","POF0809"
"826","7261104","GUAJA","POF0809"
"827","7261107","CAXANGA","POF0809"
"828","7261112","PUA","POF0809"
"829","7261113","SIRIMIRIM","POF0809"
"830","7261114","SIRIACU","POF0809"
"831","7261116","SIRIPUA","POF0809"
"832","7261119","TESOURA (SIRI)","POF0809"
"833","7261120","BAU (SIRI)","POF0809"
"834","7261121","GOIA","POF0809"
"835","7262101","CARANGUEJO","POF0809"
"836","7262102","GUAIAUMA","POF0809"
"837","7262103","ARATU","POF0809"
"838","7262104","GOIAMUM","POF0809"
"839","7262105","GUAIAMU","POF0809"
"840","7262107","FUBAMBA","POF0809"
"841","7262108","FUMBAMBA","POF0809"
"842","7262202","CARNE DE CARANGUEJO","POF0809"
"843","7263101","MARISCO","POF0809"
"844","7263102","MEXILHAO","POF0809"
"845","7263105","MACUNIM","POF0809"
"846","7264101","OSTRA","POF0809"
"847","7264106","GUERIRI","POF0809"
"848","7264107","GORIRI","POF0809"
"849","7264108","LAMBRETA (OSTRA)","POF0809"
"850","7265101","LULA","POF0809"
"851","7266101","SURURU","POF0809"
"852","7266103","SIRIRI","POF0809"
"853","7266104","BACUCU","POF0809"
"854","7266105","ALASTRIM","POF0809"
"855","7267101","LAGOSTA","POF0809"
"856","7267102","SAPATEIRA (LAGOSTA)","POF0809"
"857","7267104","LAGOSTIM","POF0809"
"858","7268101","VIEIRA","POF0809"
"859","7268102","LEQUE (MOLUSCO)","POF0809"
"860","7269101","TARTARUGA DE MAR","POF0809"
"861","7269105","SURUANA","POF0809"
"862","7270401","BACALHAU","POF0809"
"863","7273101","OVAS DE PEIXE (QUALQUER ESPECIE)","POF0809"
"864","7274101","POLVO","POF0809"
"865","7400101","PEIXE DE AGUA DOCE (INTEIRO, EM POSTA, EM FILE, ETC)","POF0809"
"866","7400401","PEIXE DE AGUA DOCE SALGADO (INTEIRO, EM POSTA, EM FILE, ETC)","POF0809"
"867","7444101","TRACAJA","POF0809"
"868","7444102","GANGAPARRA","POF0809"
"869","7444103","AIACA","POF0809"
"870","7444104","TARTARUGA DE AGUA DOCE","POF0809"
"871","7444107","CABECADA","POF0809"
"872","7444108","ARAU","POF0809"
"873","7444109","AIUCA","POF0809"
"874","7444111","TERECAI","POF0809"
"875","7444112","JURARA","POF0809"
"876","7444113","BRACAJA","POF0809"
"877","7444114","IURURA","POF0809"
"878","7444115","IURARA","POF0809"
"879","7444116","PITIU","POF0809"
"880","7444117","IACA","POF0809"
"881","7444118","CAPITARI","POF0809"
"882","7444119","JURURA","POF0809"
"883","7444120","CAPININGA","POF0809"
"884","7444121","CAPINIMA","POF0809"
"885","7444122","ANURI","POF0809"
"886","7444123","TARECAI","POF0809"
"887","7444124","TARACAIA","POF0809"
"888","7445101","RA","POF0809"
"889","7445109","JIA","POF0809"
"890","7445113","CACOTE","POF0809"
"891","7445116","NIMBUIA","POF0809"
"892","7445117","GIMBUIA","POF0809"
"893","7447101","MUCUA","POF0809"
"894","7450101","AVIU","POF0809"
"895","7461102","URUA ( MOLUSCO)","POF0809"
"896","7600101","PEIXE NAO ESPECIFICADO (INTEIRO, EM POSTA, EM FILE, ETC)","POF0809"
"897","7600401","PEIXE NAO ESPECIFICADO SALGADO (INTEIRO, EM POSTA, EM FILE, ETC)","POF0809"
"898","7700101","AZEITONA","POF0809"
"899","7700201","ERVILHA EM CONSERVA","POF0809"
"900","7700202","PETIT POIS","POF0809"
"901","7700401","MILHO VERDE EM CONSERVA","POF0809"
"902","7700501","PALMITO EM CONSERVA","POF0809"
"903","7700601","COGUMELO EM CONSERVA","POF0809"
"904","7700602","CHAMPIGNON EM CONSERVA","POF0809"
"905","7700701","ASPARGO EM CONSERVA","POF0809"
"906","7700901","REPOLHO EM CONSERVA","POF0809"
"907","7700902","CHUCRUTE","POF0809"
"908","7701101","LEGUME NAO ESPECIFICADO EM CONSERVA","POF0809"
"909","7701404","CREME DE CEBOLA (SOPA DESIDRATADA)","POF0809"
"910","7701405","CREME DE LEGUMES (SOPA DESIDRATADA)","POF0809"
"911","7701406","YAKISSOBA","POF0809"
"912","7701501","MILHO VERDE COM ERVILHA EM CONSERVA","POF0809"
"913","7701901","FEIJOADA","POF0809"
"914","7702001","FEIJAO BRANCO COM DOBRADINHA EM CONSERVA","POF0809"
"915","7702101","COZIDO","POF0809"
"916","7702202","PASTA DE FIGADO EM CONSERVA","POF0809"
"917","7702302","PASTA DE CARNE EM CONSERVA","POF0809"
"918","7702402","PASTA DE PRESUNTO EM CONSERVA","POF0809"
"919","7702502","PASTA DE GALINHA EM CONSERVA","POF0809"
"920","7702601","CARNE BOVINA EM CONSERVA","POF0809"
"921","7702602","ALMONDEGA","POF0809"
"922","7702603","KITUTE BOVINO","POF0809"
"923","7702604","ALMONDEGA AO MOLHO EM CONSERVA","POF0809"
"924","7702605","VITELADA","POF0809"
"925","7702702","FIAMBRADA SUINA","POF0809"
"926","7702703","VIANDADA SUINA","POF0809"
"927","7702704","KITUTE SUINO","POF0809"
"928","7702705","PRESUNTADA","POF0809"
"929","7702707","FIAMBRE","POF0809"
"930","7702708","AFIAMBRADO","POF0809"
"931","7702801","SALSICHA EM CONSERVA","POF0809"
"932","7703002","SARDINHA EM CONSERVA","POF0809"
"933","7703402","ATUM EM CONSERVA","POF0809"
"934","7703502","SAVELHA EM CONSERVA","POF0809"
"935","7703701","PEPINO EM CONSERVA","POF0809"
"936","7703902","PASTA DE PEIXE EM CONSERVA","POF0809"
"937","7704001","PICLES","POF0809"
"938","7704401","ALGAS EM CONSERVA","POF0809"
"939","7704702","PASTA DE PERU EM CONSERVA","POF0809"
"940","7704802","PASTA DE LINGUA EM CONSERVA","POF0809"
"941","7704903","KAMA BOKU (TAINHA EM CONSERVA)","POF0809"
"942","7704904","KAMABOKU (TAINHA EM CONSERVA)","POF0809"
"943","7705001","BERBIGAO EM CONSERVA","POF0809"
"944","7705201","NABO EM CONSERVA","POF0809"
"945","7705301","ALICHE","POF0809"
"946","7705401","STROGONOFF","POF0809"
"947","7705901","KANI KAMA","POF0809"
"948","7706001","SALMAO EM CONSERVA","POF0809"
"949","7706104","CREME DE CEBOLA (SOPA DESIDRATADA) LIGHT","POF0809"
"950","7706105","CREME DE LEGUMES (SOPA DESIDRATADA) LIGHT","POF0809"
"951","7706106","YAKISSOBA (SOPA DE LEGUMES DESIDRATADA) LIGHT","POF0809"
"952","7706107","CANJA DESIDRATADA LIGHT","POF0809"
"953","7706202","SARDINHA EM CONSERVA LIGHT","POF0809"
"954","7706302","ATUM EM CONSERVA LIGHT","POF0809"
"955","7800103","FRANGO INTEIRO","POF0809"
"956","7800301","PARTE DE GALINHA OU FRANGO NAO ESPECIFICADA","POF0809"
"957","7800302","FRANGO EM PEDACOS","POF0809"
"958","7800303","GALINHA EM PEDACOS","POF0809"
"959","7800304","CARNE DE GALINHA","POF0809"
"960","7800401","PEITO DE GALINHA OU FRANGO","POF0809"
"961","7800402","FILE DE FRANGO","POF0809"
"962","7800602","CARCACA DE GALINHA OU FRANGO","POF0809"
"963","7800701","ASA DE GALINHA OU FRANGO","POF0809"
"964","7800702","DRUMETE DE GALINHA OU FRANGO","POF0809"
"965","7800801","PESCOCO DE GALINHA OU FRANGO","POF0809"
"966","7800901","PE DE GALINHA OU FRANGO","POF0809"
"967","7801001","MIUDO DE GALINHA OU FRANGO","POF0809"
"968","7801101","MOELA DE GALINHA OU FRANGO","POF0809"
"969","7801202","CORACAO DE FRANGO","POF0809"
"970","7801301","FIGADO DE GALINHA OU FRANGO","POF0809"
"971","7801407","CANJA","POF0809"
"972","7801702","PERU EM PEDACO NAO ESPECIFICADO","POF0809"
"973","7801801","PEITO DE PERU","POF0809"
"974","7802101","ASA DE PERU","POF0809"
"975","7802701","CHESTER","POF0809"
"976","7802702","TENDER","POF0809"
"977","7802801","NAMBU","POF0809"
"978","7802901","NUGGETS DE FRANGO","POF0809"
"979","7802902","STEAK DE FRANGO","POF0809"
"980","7803001","CODORNA","POF0809"
"981","7803201","PE E ASA DE GALINHA OU FRANGO","POF0809"
"982","7803301","OVO DE GALINHA","POF0809"
"983","7803501","OVO DE CODORNA","POF0809"
"984","7803702","GALINHA DE ANGOLA ABATIDA, CONGELADA OU VIVA","POF0809"
"985","7803703","CAPOTE","POF0809"
"986","7803704","PERDIZ","POF0809"
"987","7803705","GANSO","POF0809"
"988","7803706","POMBO","POF0809"
"989","7803707","MUTUM","POF0809"
"990","7803907","PATO EM PEDACOS","POF0809"
"991","7803908","PEITO DE PATO","POF0809"
"992","7803913","CARNE DE PATO","POF0809"
"993","7805001","SAMBIQUIRA","POF0809"
"994","7805101","ROLE DE PERU","POF0809"
"995","7805401","PEITO DE PERU LIGHT","POF0809"
"996","7805501","FRANGO INTEIRO ORGANICO","POF0809"
"997","7805702","FILE DE FRANGO ORGANICO","POF0809"
"998","7900101","LEITE DE VACA INTEGRAL","POF0809"
"999","7900201","LEITE DE VACA FRESCO","POF0809"
"1000","7900301","LEITE DE CABRA","POF0809"
"1001","7900601","LEITE EM PO INTEGRAL","POF0809"
"1002","7900710","LEITE EM PO DESNATADO","POF0809"
"1003","7900801","LEITE EM PO","POF0809"
"1004","7900901","LEITE CONDENSADO","POF0809"
"1005","7900903","LEITE BEIJINHO","POF0809"
"1006","7900904","MOCA FESTA","POF0809"
"1007","7901001","CREME DE LEITE","POF0809"
"1008","7901101","CHANTILLY","POF0809"
"1009","7901201","IOGURTE DE QUALQUER SABOR","POF0809"
"1010","7901203","IOGURTE DESNATADO","POF0809"
"1011","7901204","IOGURTE NATURAL","POF0809"
"1012","7901301","YAKULT DE QUALQUER SABOR","POF0809"
"1013","7901303","BEBIDA LACTEA","POF0809"
"1014","7901304","LEITE FERMENTADO","POF0809"
"1015","7901401","COALHADA","POF0809"
"1016","7901501","MANTEIGA COM OU SEM SAL","POF0809"
"1017","7901505","MANTEIGA DE GARRAFA","POF0809"
"1018","7901602","MARGARINA COM OU SEM SAL","POF0809"
"1019","7901701","QUEIJO PRATO","POF0809"
"1020","7901703","QUEIJO COLONIAL","POF0809"
"1021","7901705","QUEIJO DE COLONIA","POF0809"
"1022","7901801","QUEIJO MUZARELLA","POF0809"
"1023","7901803","MUSSARELA","POF0809"
"1024","7901807","MUSSARELA DE BUFALA","POF0809"
"1025","7901809","QUEIJO DE BUFALA","POF0809"
"1026","7901901","QUEIJO DE REINO","POF0809"
"1027","7902001","QUEIJO DE MINAS","POF0809"
"1028","7902003","QUEIJO DE MANTEIGA","POF0809"
"1029","7902004","QUECHIMIA","POF0809"
"1030","7902005","QUEIJO DE COALHO","POF0809"
"1031","7902008","QUEIJO CANASTRA","POF0809"
"1032","7902201","QUEIJO RICOTA","POF0809"
"1033","7902301","LEITE DE SOJA COM SABOR","POF0809"
"1034","7902302","MAMY","POF0809"
"1035","7902303","ADES ORIGINAL","POF0809"
"1036","7902403","QUEIJO RALADO","POF0809"
"1037","7902501","QUEIJO PROVOLONE","POF0809"
"1038","7902801","QUEIJO POLENGUINHO","POF0809"
"1039","7902901","REQUEIJAO","POF0809"
"1040","7902902","QUEIJO CREMOSO","POF0809"
"1041","7903001","QUEIJO NAO ESPECIFICADO","POF0809"
"1042","7903101","LEITE COM SABOR","POF0809"
"1043","7903102","LEITE ACHOCOLATADO","POF0809"
"1044","7903108","SUPERLAC","POF0809"
"1045","7903109","LEITE AROMATIZADO","POF0809"
"1046","7903110","BEBIDA ACHOCOLATADA","POF0809"
"1047","7903201","NATA DOCE OU SALGADA","POF0809"
"1048","7903301","QUEIJO GORGONZOLA","POF0809"
"1049","7903402","TOFU","POF0809"
"1050","7903403","OTOFU","POF0809"
"1051","7903501","LEITE DE SOJA EM PO","POF0809"
"1052","7903601","LEITE DE VACA DESNATADO","POF0809"
"1053","7903702","LEITE DE VACA SEMIDESNATADO","POF0809"
"1054","7903801","LEITE NAO ESPECIFICADO PASTEURIZADO","POF0809"
"1055","7903901","IOGURTE DE QUALQUER SABOR LIGHT","POF0809"
"1056","7904001","IOGURTE DE QUALQUER SABOR DIET","POF0809"
"1057","7904201","MARGARINA LIGHT","POF0809"
"1058","7904301","LEITE DE VACA INTEGRAL ORGANICO","POF0809"
"1059","7904401","LEITE DE VACA FRESCO ORGANICO","POF0809"
"1060","7904601","LEITE SEMIDESNATADO DE VACA ORGANICO","POF0809"
"1061","7904701","CREME DE LEITE ORGANICO","POF0809"
"1062","7904801","IOGURTE DE QUALQUER SABOR ORGANICO","POF0809"
"1063","7904803","IOGURTE DE QUALQUER SABOR DESNATADO ORGANICO","POF0809"
"1064","7904804","IOGURTE NATURAL DE QUALQUER SABOR ORGANICO","POF0809"
"1065","7904901","IOGURTE DE QUALQUER SABOR ORGANICO LIGHT","POF0809"
"1066","7905001","IOGURTE DE QUALQUER SABOR ORGANICO DIET","POF0809"
"1067","7905103","MUSSARELA LIGHT","POF0809"
"1068","7905104","QUEIJO MUSSARELA LIGHT","POF0809"
"1069","7905107","MUSSARELA DE BUFALA LIGHT","POF0809"
"1070","7905201","LEITE DE SOJA COM SABOR LIGHT","POF0809"
"1071","7905202","MAMY LIGHT","POF0809"
"1072","7905203","ADES LIGHT","POF0809"
"1073","7905301","LEITE DE CABRA LIGHT","POF0809"
"1074","7905401","LEITE CONDENSADO LIGHT","POF0809"
"1075","7905403","LEITE BEIJINHO LIGHT","POF0809"
"1076","7905404","MOCA FESTA LIGHT","POF0809"
"1077","7905501","LEITE CONDENSADO DIET","POF0809"
"1078","7905503","LEITE BEIJINHO DIET","POF0809"
"1079","7905504","MOCA FESTA DIET","POF0809"
"1080","7905601","CREME DE LEITE LIGHT","POF0809"
"1081","7905701","CHANTILLY LIGHT","POF0809"
"1082","7905801","CHANTILLY DIET","POF0809"
"1083","7905901","QUEIJO PRATO LIGHT","POF0809"
"1084","7906001","QUEIJO DE MINAS LIGHT","POF0809"
"1085","7906004","QUECHIMIA LIGHT","POF0809"
"1086","7906005","QUEIJO DE COALHO LIGHT","POF0809"
"1087","7906201","QUEIJO RICOTA LIGHT","POF0809"
"1088","7906303","QUEIJO RALADO LIGHT","POF0809"
"1089","7906401","QUEIJO POLENGUINHO LIGHT","POF0809"
"1090","7906501","REQUEIJAO LIGHT","POF0809"
"1091","7906601","QUEIJO NAO ESPECIFICADO LIGHT","POF0809"
"1092","7906701","LEITE COM SABOR LIGHT","POF0809"
"1093","7906702","LEITE ACHOCOLATADO LIGHT","POF0809"
"1094","7906708","SUPERLAC LIGHT","POF0809"
"1095","7906709","LEITE AROMATIZADO LIGHT","POF0809"
"1096","7906710","BEBIDA ACHOCOLATADA LIGHT","POF0809"
"1097","7906801","LEITE COM SABOR DIET","POF0809"
"1098","7906802","LEITE ACHOCOLATADO DIET","POF0809"
"1099","7906808","SUPERLAC DIET","POF0809"
"1100","7906809","LEITE AROMATIZADO DIET","POF0809"
"1101","7906810","BEBIDA ACHOCOLATADA DIET","POF0809"
"1102","7906901","LEITE DE SOJA EM PO LIGHT","POF0809"
"1103","7907001","LEITE EM PO COM SABOR","POF0809"
"1104","7907101","MANTEIGA COM OU SEM SAL LIGHT","POF0809"
"1105","7907105","MANTEIGA DE GARRAFA LIGHT","POF0809"
